step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e,ema_tau,cos_err_d0,cos_err_d1,cos_err_d2,cos_err_d3
140001,14.816612243652344,21.23720359802246,0.16775298118591309,0.657273817156475,0.6782864928245544,0.5105335116386414,0.3615369200706482,0.04250892996788025,8960064,0,1,0.6645781397819519,0.4954659938812256,0.08713307976722717,0.13750900328159332,0.9596285223960876,0.22659431397914886,0.3921302855014801,,0.000647570937871933,0.0011915857903659344,0.08529991656541824,0.11035791039466858,0.14232440292835236,0.11393275111913681,0.9,0.3217134475708008,0.40541234612464905,0.4208613336086273,0.4269452393054962
140201,15.170117378234863,20.152849197387695,0.18835574388504028,0.6541263098929583,0.6437761783599854,0.45542043447494507,0.2949962317943573,0.07412268966436386,8972864,0,1,0.6250177025794983,0.4946642518043518,0.09828290343284607,0.14139604568481445,0.9581607580184937,0.24124830961227417,0.44613298773765564,,0.0003199648344889283,0.0014347124379128218,0.09193741530179977,0.10154583305120468,0.1470053791999817,0.10516529530286789,0.9,0.35622382164001465,0.44077590107917786,0.46523618698120117,0.4790344834327698
140401,14.609198570251465,20.3974609375,0.27295997738838196,0.5251834033374169,0.6980854272842407,0.42512544989585876,0.2946740686893463,0.04059728607535362,8985664,0,1,0.6792484819889069,0.5720787644386292,0.08056747168302536,0.1464986503124237,0.9705861806869507,0.3232021927833557,0.544369101524353,,0.0003105360083281994,0.0009791851043701172,0.08185195922851562,0.11141486465930939,0.1488582044839859,0.11387714743614197,0.9,0.3019144833087921,0.37219977378845215,0.39464083313941956,0.40510469675064087
140601,15.492231369018555,20.219816207885742,0.2407674491405487,0.6124964343723294,0.6194378137588501,0.3786703646183014,0.22592568397521973,0.0454602874815464,8998464,0,0,0.606229841709137,0.50739786028862,0.10055095702409744,0.13571131229400635,0.9450311064720154,0.2263229340314865,0.39240163564682007,,0.0005425314884632826,0.0011214417172595859,0.09675464779138565,0.10325469076633453,0.1375262588262558,0.104844830930233,0.9,0.3805621564388275,0.48617321252822876,0.5177252292633057,0.5270828604698181
140801,15.077062606811523,20.086393356323242,0.17387184500694275,0.6703176289739928,0.6464798450469971,0.4726080000400543,0.3021182715892792,0.043606020510196686,9011264,0,0,0.6311619281768799,0.49326884746551514,0.0923236683011055,0.14956846833229065,0.9610388875007629,0.2597014904022217,0.44287654757499695,,0.00026821548817679286,0.0010315774707123637,0.09189092367887497,0.10876989364624023,0.15005791187286377,0.10940995067358017,0.9,0.35352015495300293,0.43697017431259155,0.4525955319404602,0.46006086468696594
141001,14.89384651184082,19.937063217163086,0.1356714367866516,0.7112153209627201,0.6658700704574585,0.5301986336708069,0.3656702935695648,0.017541689798235893,9024064,0,0,0.666970431804657,0.47244423627853394,0.087396539747715,0.15416587889194489,0.9706642627716064,0.27516961097717285,0.478426069021225,,0.0003219317295588553,0.0006011463701725006,0.09596232324838638,0.1107809990644455,0.1542038768529892,0.11159934103488922,0.9,0.3341298997402191,0.4117726683616638,0.43171316385269165,0.44308289885520935
141201,14.92177677154541,21.092437744140625,0.1538124680519104,0.6862469245318163,0.6635783314704895,0.5097658634185791,0.3581034541130066,0.019280457869172096,9036864,0,1,0.6609868109226227,0.4738118648529053,0.08645622432231903,0.14723947644233704,0.9591978788375854,0.26675713062286377,0.45047491788864136,,0.00045615166891366243,0.0006259872461669147,0.08350895345211029,0.11510874330997467,0.15128211677074432,0.11804848164319992,0.9,0.3364216685295105,0.4140644967556,0.43835800886154175,0.4455970823764801
141401,14.71881103515625,21.477558135986328,0.27811571955680847,0.5222902286957628,0.6959301829338074,0.4178144633769989,0.27133360505104065,0.027268344536423683,9049664,0,0,0.6855089962482452,0.5826705098152161,0.08789326995611191,0.15438665449619293,0.9733954668045044,0.2672998607158661,0.4968792498111725,,0.0004718056879937649,0.0007300197030417621,0.08627425134181976,0.1155676543712616,0.15417137742042542,0.11531812697649002,0.9,0.3040698170661926,0.3835856318473816,0.41241180896759033,0.42763668298721313
141601,14.822633743286133,20.2455997467041,0.1898629367351532,0.6254329140689863,0.6829766035079956,0.4931136667728424,0.33680781722068787,0.05717584863305092,9062464,0,0,0.6604877710342407,0.5212899744510651,0.08926086127758026,0.14814497530460358,0.9588956236839294,0.27462688088417053,0.45427408814430237,,0.00039743815432302654,0.0011872649192810059,0.09440851211547852,0.10826674848794937,0.14987589418888092,0.10931001603603363,0.9,0.3170234262943268,0.39670324325561523,0.42467328906059265,0.4358884394168854
141801,15.432791709899902,21.129566192626953,0.12007993459701538,0.7580217330465061,0.6238372921943665,0.5037573575973511,0.3236406445503235,0.06729626655578613,9075264,0,1,0.6051666140556335,0.44260144233703613,0.10108450800180435,0.14745397865772247,0.9505293965339661,0.18914519250392914,0.36200815439224243,,0.0007087160483933985,0.0013974359026178718,0.09333039820194244,0.11151385307312012,0.15502436459064484,0.11549168080091476,0.9,0.37616270780563354,0.47861650586128235,0.505124032497406,0.5133998990058899
